Transaction_ID,Client_ID,Amount,Timestamp,Location,Is_Fraud_Manual,Is_Failed,Is_Suspicious,Susp_Geo,Susp_FailCount,Susp_Amount,Failed_Count_Past,Active_Rules
4865,C000,8177.07,2025-10-07 06:21:14,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
6818,C000,6955.05,2025-10-08 05:17:39,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
1328,C000,6152.56,2025-10-10 22:02:10,"London, UK",0,0,1,0,0,1,0.0,HIGH_AMOUNT
4397,C000,1082.11,2025-10-12 12:17:47,"London, UK",0,0,1,1,0,0,0.0,GEO
4739,C000,7617.24,2025-10-13 07:16:30,"London, UK",0,0,1,1,0,1,0.0,"GEO, , HIGH_AMOUNT"
8013,C000,4594.05,2025-10-16 09:51:59,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
3498,C000,3323.45,2025-10-20 13:12:46,"London, UK",0,0,1,0,0,1,0.0,HIGH_AMOUNT
3746,C000,2076.93,2025-10-21 06:28:41,"London, UK",0,0,1,1,0,0,0.0,GEO
4435,C000,5713.86,2025-10-23 17:54:26,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
6606,C000,4368.92,2025-10-28 15:57:54,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
678,C001,6681.03,2025-10-01 02:55:19,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
8980,C001,10259.06,2025-10-02 12:11:04,"New York, US",0,0,1,1,0,1,0.0,"GEO, , HIGH_AMOUNT"
5429,C001,13676.48,2025-10-06 00:30:37,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
2218,C001,1212.1,2025-10-20 00:19:34,"New York, US",0,0,1,1,0,0,0.0,GEO
4446,C001,3860.85,2025-10-24 06:22:51,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
9539,C001,4793.65,2025-10-29 12:43:40,"Kraków, PL",0,1,1,0,0,1,0.0,HIGH_AMOUNT
7724,C001,4058.44,2025-10-30 00:20:39,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
8742,C002,2844.55,2025-10-06 03:21:17,"London, UK",0,1,1,1,0,0,0.0,GEO
6856,C002,6067.66,2025-10-07 04:59:36,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
2634,C002,5585.4,2025-10-07 18:47:26,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
1772,C002,4503.97,2025-10-08 06:49:19,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
4885,C002,7403.7,2025-10-09 21:08:43,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
8990,C002,2226.43,2025-10-14 18:22:55,"New York, US",0,0,1,1,0,0,0.0,GEO
8071,C002,1701.66,2025-10-15 23:56:08,"New York, US",0,0,1,1,0,0,0.0,GEO
3335,C002,3835.8,2025-10-17 14:16:00,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
6506,C002,7088.16,2025-10-20 03:17:52,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
4942,C002,4273.74,2025-10-20 08:42:03,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
3125,C002,5928.26,2025-10-25 20:23:12,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
8439,C002,6525.99,2025-10-26 00:28:02,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
7462,C002,1305.75,2025-10-26 17:18:38,"New York, US",0,0,1,1,0,0,0.0,GEO
3252,C002,1428.62,2025-10-29 21:47:38,"New York, US",0,0,1,1,0,0,0.0,GEO
838,C003,1212.07,2025-10-02 13:29:56,"New York, US",0,1,1,1,0,0,0.0,GEO
1064,C003,2887.51,2025-10-06 09:46:16,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
6390,C003,4771.0,2025-10-07 02:29:04,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
5692,C003,2195.66,2025-10-07 20:22:58,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
8600,C003,1806.36,2025-10-08 02:05:55,"New York, US",0,0,1,1,0,0,0.0,GEO
2471,C003,2658.58,2025-10-09 14:11:00,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
1473,C003,1986.89,2025-10-15 18:44:44,"New York, US",0,0,1,1,0,0,0.0,GEO
8510,C003,3479.35,2025-10-15 21:41:36,"London, UK",0,0,1,1,0,1,0.0,"GEO, , HIGH_AMOUNT"
1201,C003,5148.39,2025-10-27 06:15:44,"London, UK",0,0,1,0,0,1,0.0,HIGH_AMOUNT
8209,C003,1161.72,2025-10-27 18:31:45,"New York, US",0,0,1,1,0,0,0.0,GEO
7420,C003,1832.03,2025-10-30 04:15:30,"New York, US",0,1,1,1,0,0,0.0,GEO
1457,C004,4515.26,2025-10-08 10:09:24,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
7597,C004,2741.77,2025-10-08 21:21:09,"London, UK",0,0,1,1,0,1,0.0,"GEO, , HIGH_AMOUNT"
2204,C004,8398.47,2025-10-11 09:08:46,"London, UK",0,0,1,1,0,1,0.0,"GEO, , HIGH_AMOUNT"
8399,C004,3046.7,2025-10-13 02:34:42,"New York, US",0,1,1,0,0,1,0.0,HIGH_AMOUNT
3301,C004,5078.13,2025-10-13 16:06:36,"New York, US",0,1,1,0,0,1,0.0,HIGH_AMOUNT
7903,C004,1001.52,2025-10-16 09:05:43,"London, UK",0,1,1,1,0,0,0.0,GEO
9292,C004,1357.98,2025-10-19 17:28:42,"New York, US",0,0,1,1,0,0,0.0,GEO
2393,C004,2981.29,2025-10-21 23:30:17,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
3601,C004,3724.06,2025-10-22 13:54:44,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
9060,C004,3470.83,2025-10-22 21:06:00,"London, UK",0,0,1,0,0,1,0.0,HIGH_AMOUNT
5537,C004,7689.1,2025-10-22 23:42:35,"London, UK",0,0,1,0,0,1,0.0,HIGH_AMOUNT
7742,C004,2051.63,2025-10-28 18:25:14,"London, UK",0,0,1,1,0,0,0.0,GEO
3403,C005,8485.16,2025-10-06 03:24:04,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
1422,C005,12686.9,2025-10-06 11:55:11,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
503,C005,2426.95,2025-10-11 01:43:49,"New York, US",0,0,1,1,0,0,0.0,GEO
1939,C005,3923.15,2025-10-11 10:19:24,"New York, US",0,0,1,1,0,0,0.0,GEO
4162,C005,4932.51,2025-10-12 08:01:08,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
9318,C005,2616.69,2025-10-13 20:58:13,"New York, US",0,0,1,1,0,0,0.0,GEO
6609,C005,1730.01,2025-10-14 04:24:03,"New York, US",0,0,1,1,0,0,0.0,GEO
792,C005,16357.65,2025-10-21 10:25:34,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
7234,C005,13865.79,2025-10-22 19:37:34,"London, UK",0,1,1,0,0,1,0.0,HIGH_AMOUNT
6939,C005,1657.14,2025-10-25 10:14:28,"London, UK",0,0,1,1,0,0,0.0,GEO
9114,C005,2885.26,2025-10-25 16:37:35,"London, UK",0,0,1,1,0,0,0.0,GEO
3861,C006,1120.81,2025-10-04 09:47:47,"London, UK",0,0,1,1,0,0,1.0,GEO
7818,C006,9971.78,2025-10-04 18:38:24,"London, UK",0,0,1,0,0,1,0.0,HIGH_AMOUNT
9219,C006,26957.27,2025-10-08 08:40:04,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
9911,C006,1951.88,2025-10-12 00:29:53,"London, UK",0,0,1,1,0,0,0.0,GEO
5179,C006,81477.32,2025-10-12 00:41:59,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
1921,C006,1024.44,2025-10-14 08:49:16,"London, UK",0,0,1,1,0,0,0.0,GEO
4131,C006,2117.34,2025-10-18 07:51:58,"New York, US",0,0,1,1,0,0,0.0,GEO
9975,C006,16536.59,2025-10-20 06:25:01,"London, UK",0,1,1,1,0,1,0.0,"GEO, , HIGH_AMOUNT"
8892,C006,32461.35,2025-10-27 03:05:00,"London, UK",0,1,1,0,0,1,0.0,HIGH_AMOUNT
7299,C007,2262.25,2025-10-01 02:25:47,"New York, US",0,0,1,1,0,1,0.0,"GEO, , HIGH_AMOUNT"
5877,C007,3432.16,2025-10-02 05:45:50,"Kraków, PL",0,1,1,0,0,1,0.0,HIGH_AMOUNT
2468,C007,2276.91,2025-10-04 02:31:34,"Kraków, PL",0,1,1,0,0,1,0.0,HIGH_AMOUNT
237,C007,5087.43,2025-10-09 08:22:14,"New York, US",0,0,1,1,0,1,0.0,"GEO, , HIGH_AMOUNT"
3638,C007,7910.33,2025-10-16 17:43:42,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
433,C007,3427.76,2025-10-25 12:33:43,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
8960,C007,2793.88,2025-10-26 13:03:57,"London, UK",0,0,1,0,0,1,0.0,HIGH_AMOUNT
8463,C007,1249.79,2025-10-27 05:01:49,"New York, US",0,0,1,1,0,0,0.0,GEO
6211,C007,1193.34,2025-10-30 15:31:08,"New York, US",0,0,1,1,0,0,0.0,GEO
5649,C007,3780.34,2025-10-30 16:25:52,"Kraków, PL",0,1,1,0,0,1,0.0,HIGH_AMOUNT
7801,C008,5806.01,2025-10-07 03:58:23,"London, UK",0,0,1,0,0,1,0.0,HIGH_AMOUNT
1306,C008,4078.68,2025-10-09 02:58:17,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
4659,C008,12755.72,2025-10-09 11:52:06,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
8478,C008,16852.18,2025-10-11 21:03:30,"London, UK",0,0,1,0,0,1,0.0,HIGH_AMOUNT
4392,C008,1343.54,2025-10-13 12:25:19,"London, UK",0,0,1,1,0,0,1.0,GEO
8671,C008,3700.85,2025-10-17 18:47:00,"London, UK",0,0,1,1,0,1,0.0,"GEO, , HIGH_AMOUNT"
8150,C008,3873.72,2025-10-24 22:20:32,"London, UK",0,0,1,1,0,1,0.0,"GEO, , HIGH_AMOUNT"
2251,C008,1126.74,2025-10-28 15:37:28,"London, UK",0,0,1,1,0,0,0.0,GEO
1652,C009,13762.92,2025-10-06 20:32:34,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
3611,C009,3061.95,2025-10-07 16:19:57,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
9950,C009,7259.0,2025-10-08 11:31:09,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
8945,C009,3170.88,2025-10-14 08:38:06,"New York, US",0,0,1,1,0,1,0.0,"GEO, , HIGH_AMOUNT"
713,C009,2568.99,2025-10-17 12:55:32,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
9541,C009,1124.54,2025-10-19 02:12:52,"New York, US",0,0,1,1,0,0,0.0,GEO
3105,C009,2765.46,2025-10-24 10:13:31,"Warszawa, PL",0,1,1,0,0,1,0.0,HIGH_AMOUNT
2056,C009,3270.13,2025-10-28 05:47:54,"London, UK",0,0,1,0,0,1,0.0,HIGH_AMOUNT
653,C009,4014.74,2025-10-28 15:32:27,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
3508,C009,4078.0,2025-10-30 23:25:44,"New York, US",0,0,1,1,0,1,0.0,"GEO, , HIGH_AMOUNT"
8663,C010,3534.05,2025-10-04 13:54:03,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
2544,C010,3586.35,2025-10-09 05:33:12,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
4476,C010,1324.73,2025-10-10 16:18:08,"London, UK",0,0,1,1,0,0,0.0,GEO
5552,C010,9160.75,2025-10-15 12:40:00,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
4883,C010,20386.66,2025-10-15 13:36:11,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
218,C010,4560.1,2025-10-25 13:11:55,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
1363,C011,2769.31,2025-10-04 04:15:53,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
43,C011,1018.32,2025-10-05 13:15:50,"London, UK",0,1,1,1,0,0,0.0,GEO
1776,C011,5867.64,2025-10-10 15:50:00,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
1466,C011,1033.25,2025-10-10 22:52:57,"London, UK",0,1,1,1,0,0,0.0,GEO
535,C011,5383.23,2025-10-11 15:19:49,"London, UK",0,0,1,0,0,1,0.0,HIGH_AMOUNT
6519,C011,5264.74,2025-10-16 04:06:56,"New York, US",0,0,1,1,0,1,0.0,"GEO, , HIGH_AMOUNT"
8269,C011,1829.95,2025-10-16 08:56:29,"New York, US",0,0,1,1,0,0,0.0,GEO
9418,C011,9962.89,2025-10-19 07:12:18,"London, UK",0,0,1,0,0,1,0.0,HIGH_AMOUNT
7405,C011,1253.07,2025-10-20 11:39:23,"London, UK",0,0,1,1,0,0,0.0,GEO
9813,C011,6800.57,2025-10-27 20:53:50,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
2713,C011,4438.88,2025-10-29 01:42:20,"London, UK",0,0,1,0,0,1,0.0,HIGH_AMOUNT
1264,C012,1722.2,2025-10-06 10:29:14,"London, UK",0,0,1,1,0,0,0.0,GEO
6852,C012,1837.89,2025-10-06 19:03:12,"New York, US",0,0,1,1,0,0,0.0,GEO
9492,C012,5448.66,2025-10-10 10:27:04,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
4514,C012,37681.97,2025-10-11 23:04:11,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
3803,C012,4608.69,2025-10-13 04:30:24,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
5995,C012,6311.47,2025-10-13 23:41:06,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
9526,C012,2068.84,2025-10-14 04:29:47,"London, UK",0,0,1,1,0,0,0.0,GEO
6926,C012,1093.03,2025-10-16 05:36:23,"London, UK",0,0,1,1,0,0,0.0,GEO
4579,C012,1696.52,2025-10-17 14:30:11,"London, UK",0,0,1,1,0,0,0.0,GEO
3343,C012,5219.97,2025-10-17 20:50:49,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
2279,C012,4761.57,2025-10-17 22:38:29,"New York, US",0,1,1,1,0,1,0.0,"GEO, , HIGH_AMOUNT"
3095,C012,8986.17,2025-10-18 14:46:12,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
7209,C012,6167.81,2025-10-29 13:57:22,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
5257,C013,1977.73,2025-10-02 20:24:45,"New York, US",0,0,1,1,0,0,0.0,GEO
6228,C013,20376.76,2025-10-07 14:33:00,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
8003,C013,4320.01,2025-10-10 06:42:23,"London, UK",0,1,1,0,0,1,0.0,HIGH_AMOUNT
6437,C013,1292.54,2025-10-14 01:20:18,"London, UK",0,0,1,1,0,0,0.0,GEO
6298,C013,1198.77,2025-10-15 02:10:27,"New York, US",0,0,1,1,0,0,0.0,GEO
9087,C013,3553.53,2025-10-15 16:24:18,"New York, US",0,1,1,0,0,1,0.0,HIGH_AMOUNT
15,C013,13822.43,2025-10-16 21:05:04,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
9556,C013,3666.57,2025-10-24 19:32:06,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
8504,C013,6505.56,2025-10-25 20:25:38,"Warszawa, PL",0,1,1,0,0,1,0.0,HIGH_AMOUNT
1418,C013,1016.51,2025-10-27 12:52:18,"London, UK",0,0,1,1,0,0,0.0,GEO
7536,C014,6233.5,2025-10-01 01:10:34,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
1037,C014,1135.38,2025-10-02 01:34:15,"London, UK",0,0,1,1,0,0,0.0,GEO
2353,C014,4088.0,2025-10-04 14:09:58,"London, UK",0,0,1,0,0,1,0.0,HIGH_AMOUNT
6510,C014,1042.66,2025-10-08 10:08:45,"London, UK",0,1,1,1,0,0,0.0,GEO
5240,C014,2941.96,2025-10-12 16:42:12,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
666,C014,7449.91,2025-10-14 13:43:30,"New York, US",0,1,1,0,0,1,0.0,HIGH_AMOUNT
8583,C014,2887.69,2025-10-15 12:48:38,"London, UK",0,0,1,1,0,1,0.0,"GEO, , HIGH_AMOUNT"
2922,C014,4079.26,2025-10-16 03:14:26,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
6236,C014,7902.57,2025-10-19 06:22:03,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
5627,C014,1314.65,2025-10-19 11:55:02,"New York, US",0,0,1,1,0,0,0.0,GEO
2984,C014,2657.97,2025-10-20 11:26:34,"New York, US",0,0,1,1,0,0,0.0,GEO
7151,C014,2839.25,2025-10-20 16:37:02,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
3385,C014,1161.99,2025-10-21 22:59:41,"New York, US",0,1,1,1,0,0,0.0,GEO
6404,C014,11620.29,2025-10-22 23:56:04,"Warszawa, PL",0,1,1,0,0,1,0.0,HIGH_AMOUNT
9356,C014,1758.79,2025-10-29 04:39:05,"London, UK",0,0,1,1,0,0,0.0,GEO
6832,C014,4551.45,2025-10-29 21:39:05,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
6439,C015,7721.62,2025-10-03 13:08:38,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
5249,C015,2757.17,2025-10-07 06:51:09,"London, UK",0,0,1,1,0,0,0.0,GEO
412,C015,3784.54,2025-10-08 23:24:14,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
1043,C015,24280.89,2025-10-19 01:49:57,"London, UK",0,0,1,0,0,1,0.0,HIGH_AMOUNT
8437,C015,4511.95,2025-10-22 08:46:46,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
384,C015,5412.72,2025-10-23 17:06:16,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
5562,C015,2145.57,2025-10-25 21:10:16,"London, UK",0,0,1,1,0,0,0.0,GEO
6476,C015,9731.82,2025-10-27 19:04:29,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
8153,C016,4190.18,2025-10-01 09:28:59,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
7133,C016,5632.92,2025-10-02 02:17:10,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
6466,C016,3776.54,2025-10-02 08:05:20,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
5498,C016,3167.13,2025-10-03 12:37:46,"London, UK",0,0,1,1,0,0,0.0,GEO
5568,C016,6233.84,2025-10-05 06:05:02,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
602,C016,1886.81,2025-10-05 20:52:47,"London, UK",0,0,1,1,0,0,0.0,GEO
6803,C016,5756.85,2025-10-06 02:20:25,"Warszawa, PL",0,1,1,0,0,1,0.0,HIGH_AMOUNT
1376,C016,3568.95,2025-10-06 23:45:22,"London, UK",0,0,1,0,0,1,0.0,HIGH_AMOUNT
5581,C016,1071.61,2025-10-08 09:46:58,"New York, US",0,1,1,1,0,0,0.0,GEO
839,C016,23427.43,2025-10-09 18:18:24,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
8038,C016,2063.6,2025-10-11 12:11:24,"London, UK",0,0,1,1,0,0,0.0,GEO
9919,C016,1709.31,2025-10-13 00:08:04,"London, UK",0,0,1,1,0,0,0.0,GEO
1698,C016,4227.73,2025-10-15 01:38:38,"London, UK",0,0,1,0,0,1,0.0,HIGH_AMOUNT
7752,C016,3605.24,2025-10-18 14:36:59,"Warszawa, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
5229,C016,2349.54,2025-10-18 20:00:42,"New York, US",0,0,1,1,0,0,0.0,GEO
6009,C016,2155.34,2025-10-19 02:11:01,"London, UK",0,0,1,1,0,0,0.0,GEO
5526,C016,6937.63,2025-10-20 13:54:05,"London, UK",0,0,1,0,0,1,0.0,HIGH_AMOUNT
2164,C016,1081.39,2025-10-29 14:44:03,"London, UK",0,0,1,1,0,0,0.0,GEO
9903,C017,6218.49,2025-10-03 16:30:07,"Kraków, PL",0,0,1,0,0,1,0.0,HIGH_AMOUNT
30,C017,10580.77,2025-10-04 08:01:47,"New York, US",1,0,1,0,0,1,0.0,HIGH_AMOUNT
9185,C017,3150.95,2025-10-05 21:52:46,"London, UK",0,0,1,1,0,0,0.0,GEO
3657,C017,17106.61,2025-10-08 08:09:53,"New York, US",0,0,1,0,0,1,0.0,HIGH_AMOUNT
