Transaction_ID,Client_ID,Amount,Timestamp,Location,Is_Fraud_Manual
458,C014,49.45,2025-10-01 00:01:49,"Kraków, PL",0
1767,C026,1002.59,2025-10-01 00:15:19,"Kraków, PL",0
6756,C004,1488.7,2025-10-01 00:16:48,"Warszawa, PL",0
3267,C081,427.76,2025-10-01 00:18:40,"Warszawa, PL",0
9239,C098,215.38,2025-10-01 00:26:30,"London, UK",0
7049,C032,1967.2,2025-10-01 00:40:35,"Kraków, PL",0
3766,C036,390.64,2025-10-01 00:46:51,"Warszawa, PL",0
7115,C063,20.78,2025-10-01 00:47:43,"London, UK",0
836,C095,105.58,2025-10-01 00:48:13,"Warszawa, PL",0
7097,C023,3223.1,2025-10-01 00:48:52,"Warszawa, PL",0
4588,C080,91.05,2025-10-01 00:54:47,"Kraków, PL",0
8590,C001,128.29,2025-10-01 01:02:02,"London, UK",0
1702,C097,434.45,2025-10-01 01:02:45,"Warszawa, PL",0
5490,C092,25.91,2025-10-01 01:05:27,"Warszawa, PL",0
4064,C001,482.83,2025-10-01 01:07:19,"New York, US",0
8748,C007,132.97,2025-10-01 01:13:55,"London, UK",0
4330,C084,1020.3,2025-10-01 01:14:50,"Kraków, PL",0
2304,C060,129.28,2025-10-01 01:43:28,"Kraków, PL",0
8600,C081,1272.62,2025-10-01 02:01:56,"New York, US",0
3698,C060,200.77,2025-10-01 02:02:47,"Kraków, PL",0
7220,C054,19.98,2025-10-01 02:05:04,"Warszawa, PL",0
8724,C038,417.9,2025-10-01 02:07:57,"Kraków, PL",0
8176,C078,1581.83,2025-10-01 02:08:33,"Kraków, PL",0
6319,C079,1185.01,2025-10-01 02:16:07,"Kraków, PL",0
9256,C079,997.04,2025-10-01 02:18:53,"Warszawa, PL",0
6759,C079,491.8,2025-10-01 02:23:25,"New York, US",0
2523,C038,15263.15,2025-10-01 02:48:32,"New York, US",0
9258,C065,581.49,2025-10-01 02:54:50,"Warszawa, PL",0
5944,C019,74.98,2025-10-01 02:55:08,"Warszawa, PL",0
1865,C063,323.81,2025-10-01 02:57:36,"Kraków, PL",0
5890,C002,3118.16,2025-10-01 03:02:35,"London, UK",0
6537,C045,892.01,2025-10-01 03:27:56,"London, UK",0
8849,C013,733.63,2025-10-01 03:40:01,"London, UK",0
1433,C090,1007.24,2025-10-01 03:40:11,"Kraków, PL",0
3486,C026,1474.53,2025-10-01 03:45:00,"Kraków, PL",0
8342,C042,476.74,2025-10-01 03:58:07,"London, UK",0
2109,C061,530.35,2025-10-01 03:59:22,"New York, US",0
2515,C017,137.48,2025-10-01 04:03:08,"Kraków, PL",0
7331,C076,3953.41,2025-10-01 04:06:02,"Kraków, PL",0
8865,C093,148.04,2025-10-01 04:20:54,"Kraków, PL",0
9836,C029,27.1,2025-10-01 04:24:09,"Kraków, PL",0
4445,C004,971.11,2025-10-01 04:29:20,"Kraków, PL",0
4930,C009,746.29,2025-10-01 04:37:54,"London, UK",0
5091,C084,241.07,2025-10-01 04:39:25,"Warszawa, PL",0
2619,C091,497.75,2025-10-01 04:40:49,"London, UK",0
5025,C058,109.01,2025-10-01 04:46:15,"New York, US",0
1707,C088,166.5,2025-10-01 04:48:43,"Warszawa, PL",0
818,C091,210.71,2025-10-01 04:49:07,"Kraków, PL",0
6405,C078,408.13,2025-10-01 05:13:51,"New York, US",0
8146,C095,298.25,2025-10-01 05:16:00,"New York, US",0
2068,C066,424.17,2025-10-01 05:20:38,"Warszawa, PL",0
1242,C049,1647.32,2025-10-01 05:25:56,"London, UK",0
7665,C045,1890.68,2025-10-01 05:27:35,"London, UK",0
257,C024,154.02,2025-10-01 05:29:01,"Kraków, PL",0
4354,C063,110.06,2025-10-01 05:39:25,"Kraków, PL",0
7724,C097,552.84,2025-10-01 05:40:55,"Warszawa, PL",0
7901,C006,64.54,2025-10-01 05:54:10,"New York, US",0
8023,C037,127.03,2025-10-01 05:55:40,"London, UK",0
1179,C030,626.43,2025-10-01 05:58:11,"London, UK",0
5391,C032,3119.14,2025-10-01 06:02:56,"New York, US",0
3785,C027,827.72,2025-10-01 06:04:39,"Kraków, PL",0
7145,C005,2222.67,2025-10-01 06:25:56,"Kraków, PL",0
9906,C043,1199.4,2025-10-01 06:26:00,"London, UK",0
3043,C075,14.91,2025-10-01 06:32:26,"London, UK",0
2705,C052,1050.41,2025-10-01 06:41:45,"Warszawa, PL",0
3639,C003,994.61,2025-10-01 06:47:20,"New York, US",0
9221,C019,964.16,2025-10-01 06:48:28,"Kraków, PL",0
9237,C046,4262.02,2025-10-01 06:50:11,"New York, US",0
9965,C052,212.74,2025-10-01 06:50:33,"Warszawa, PL",0
7089,C083,62.41,2025-10-01 06:54:39,"London, UK",0
1353,C011,221.61,2025-10-01 06:55:21,"Warszawa, PL",0
301,C022,856.02,2025-10-01 06:56:37,"New York, US",0
4455,C055,28.85,2025-10-01 06:56:58,"New York, US",0
8975,C099,206.81,2025-10-01 06:58:10,"London, UK",0
6961,C039,218.88,2025-10-01 07:03:19,"Warszawa, PL",0
2710,C085,103.54,2025-10-01 07:09:27,"London, UK",0
710,C016,62.81,2025-10-01 07:13:05,"London, UK",0
5155,C077,1557.86,2025-10-01 07:17:01,"London, UK",0
9923,C021,218.38,2025-10-01 07:22:42,"London, UK",0
8983,C064,148.04,2025-10-01 07:24:16,"London, UK",0
2302,C043,182.97,2025-10-01 07:30:08,"London, UK",0
7551,C012,704.35,2025-10-01 07:30:57,"New York, US",0
6046,C043,996.47,2025-10-01 07:31:58,"Warszawa, PL",0
3546,C051,1044.05,2025-10-01 07:44:41,"Kraków, PL",0
579,C063,1618.34,2025-10-01 07:45:17,"New York, US",0
1092,C056,340.36,2025-10-01 07:47:00,"New York, US",0
3366,C051,1135.49,2025-10-01 07:47:31,"Warszawa, PL",0
5954,C091,884.14,2025-10-01 07:50:50,"Kraków, PL",0
57,C081,455.1,2025-10-01 07:55:21,"Warszawa, PL",0
7920,C022,426.66,2025-10-01 07:58:13,"Kraków, PL",0
185,C025,177.67,2025-10-01 07:58:48,"Warszawa, PL",0
4840,C046,139.63,2025-10-01 07:58:51,"Warszawa, PL",0
5715,C034,20.24,2025-10-01 08:03:43,"Kraków, PL",0
3372,C003,140.39,2025-10-01 08:04:00,"Kraków, PL",0
3567,C084,1279.82,2025-10-01 08:14:31,"London, UK",0
8346,C090,24.53,2025-10-01 08:17:35,"New York, US",0
2699,C064,277.86,2025-10-01 08:19:18,"New York, US",0
5762,C060,1969.19,2025-10-01 08:19:35,"Warszawa, PL",0
5370,C002,38.95,2025-10-01 08:45:14,"London, UK",0
850,C066,1915.89,2025-10-01 08:50:22,"Kraków, PL",0
2916,C093,1337.63,2025-10-01 09:03:53,"New York, US",0
7638,C033,57.45,2025-10-01 09:12:21,"New York, US",0
7030,C034,1517.81,2025-10-01 09:13:42,"Warszawa, PL",0
7020,C028,5010.71,2025-10-01 09:18:24,"New York, US",0
9907,C003,73.89,2025-10-01 09:18:49,"Kraków, PL",0
2087,C031,3263.59,2025-10-01 09:20:31,"New York, US",0
3551,C084,247.32,2025-10-01 09:24:03,"Kraków, PL",0
4691,C052,59.22,2025-10-01 09:29:14,"London, UK",0
1666,C066,291.65,2025-10-01 09:29:22,"London, UK",0
5655,C092,1473.36,2025-10-01 09:36:41,"Kraków, PL",0
1514,C016,301.92,2025-10-01 09:38:07,"London, UK",0
881,C065,182.36,2025-10-01 09:40:08,"London, UK",0
4609,C047,616.04,2025-10-01 09:48:32,"Warszawa, PL",0
3019,C054,46.55,2025-10-01 09:50:24,"New York, US",0
8709,C052,107.44,2025-10-01 09:54:31,"Warszawa, PL",0
877,C091,1687.55,2025-10-01 09:56:03,"London, UK",0
7078,C061,1002.96,2025-10-01 10:00:19,"Kraków, PL",0
9757,C099,3556.56,2025-10-01 10:04:54,"Warszawa, PL",0
8905,C050,3883.45,2025-10-01 10:11:13,"Kraków, PL",1
348,C007,114.7,2025-10-01 10:15:00,"Kraków, PL",0
7757,C009,94.33,2025-10-01 10:16:44,"London, UK",0
1166,C038,187.75,2025-10-01 10:18:51,"New York, US",0
4103,C043,248.57,2025-10-01 10:19:22,"Warszawa, PL",0
945,C070,3272.42,2025-10-01 10:22:27,"Kraków, PL",0
3160,C037,81.63,2025-10-01 10:44:52,"London, UK",0
7960,C099,254.76,2025-10-01 10:46:27,"London, UK",0
2571,C048,185.64,2025-10-01 10:48:02,"London, UK",0
7153,C046,29.93,2025-10-01 10:50:37,"New York, US",0
9961,C046,1317.61,2025-10-01 10:58:11,"Kraków, PL",0
4333,C064,3037.02,2025-10-01 11:01:30,"Warszawa, PL",0
18,C083,263.96,2025-10-01 11:05:13,"London, UK",0
5537,C025,119.89,2025-10-01 11:11:21,"New York, US",0
2639,C086,78.48,2025-10-01 11:14:06,"London, UK",0
3550,C047,814.87,2025-10-01 11:21:00,"New York, US",0
2296,C097,79.21,2025-10-01 11:24:52,"Warszawa, PL",0
4961,C025,184.29,2025-10-01 11:26:08,"Kraków, PL",0
1637,C063,1591.36,2025-10-01 11:30:42,"New York, US",0
1129,C024,101.51,2025-10-01 11:43:24,"New York, US",0
4341,C076,423.68,2025-10-01 11:44:21,"New York, US",0
6153,C069,38.33,2025-10-01 11:55:41,"Kraków, PL",0
5958,C007,202.28,2025-10-01 12:04:18,"Warszawa, PL",0
891,C089,119.52,2025-10-01 12:07:39,"Warszawa, PL",0
4817,C066,165.12,2025-10-01 12:09:12,"Warszawa, PL",0
4199,C004,356.86,2025-10-01 12:26:10,"Kraków, PL",0
6769,C027,10.97,2025-10-01 12:29:57,"New York, US",0
9693,C097,3632.41,2025-10-01 12:31:23,"New York, US",0
6863,C099,1099.02,2025-10-01 12:34:41,"Kraków, PL",0
2346,C007,468.48,2025-10-01 12:41:59,"Warszawa, PL",0
9629,C062,197.02,2025-10-01 12:54:16,"London, UK",0
1635,C070,91.57,2025-10-01 12:56:05,"New York, US",0
2162,C036,145.86,2025-10-01 12:58:25,"Warszawa, PL",0
2633,C091,1924.96,2025-10-01 13:02:38,"Kraków, PL",0
6555,C031,1218.91,2025-10-01 13:05:08,"New York, US",0
4021,C069,2324.7,2025-10-01 13:06:38,"Kraków, PL",0
5606,C075,893.25,2025-10-01 13:10:09,"Warszawa, PL",0
7937,C080,584.36,2025-10-01 13:14:36,"New York, US",0
8230,C005,298.04,2025-10-01 13:21:52,"New York, US",0
880,C073,255.45,2025-10-01 13:29:39,"London, UK",0
7459,C092,2360.31,2025-10-01 13:37:43,"Warszawa, PL",0
7789,C060,350.5,2025-10-01 13:39:36,"London, UK",0
1906,C033,132.47,2025-10-01 13:42:39,"London, UK",0
500,C016,34.53,2025-10-01 13:48:51,"Warszawa, PL",0
3576,C090,464.2,2025-10-01 13:50:58,"New York, US",0
2580,C044,284.54,2025-10-01 13:52:52,"Kraków, PL",0
8601,C093,341.34,2025-10-01 14:04:55,"Warszawa, PL",0
8758,C069,724.25,2025-10-01 14:20:39,"London, UK",0
5010,C043,116.69,2025-10-01 14:23:06,"New York, US",0
783,C042,380.87,2025-10-01 14:23:42,"Kraków, PL",0
3251,C038,150.6,2025-10-01 14:26:00,"Warszawa, PL",0
9938,C014,2955.49,2025-10-01 14:32:42,"Kraków, PL",0
763,C092,550.11,2025-10-01 14:42:31,"Kraków, PL",0
8125,C076,253.01,2025-10-01 14:56:31,"New York, US",0
6964,C069,134.16,2025-10-01 14:57:50,"New York, US",0
5421,C071,153.94,2025-10-01 14:58:47,"London, UK",0
9873,C051,125.14,2025-10-01 14:58:58,"Kraków, PL",0
3886,C008,211.34,2025-10-01 15:03:43,"Kraków, PL",0
8732,C028,254.72,2025-10-01 15:12:16,"London, UK",0
5764,C007,506.22,2025-10-01 15:12:35,"New York, US",0
470,C044,1553.78,2025-10-01 15:13:54,"London, UK",0
3471,C056,240.65,2025-10-01 15:29:28,"London, UK",0
5807,C066,63.01,2025-10-01 15:43:32,"London, UK",0
1111,C086,691.28,2025-10-01 15:44:12,"Warszawa, PL",0
2990,C058,2447.68,2025-10-01 15:44:47,"London, UK",0
8558,C095,46.33,2025-10-01 15:45:59,"Warszawa, PL",0
316,C094,63.62,2025-10-01 15:47:43,"New York, US",0
1337,C056,4434.68,2025-10-01 15:51:12,"London, UK",0
5215,C084,414.15,2025-10-01 15:57:38,"Warszawa, PL",1
248,C000,150.6,2025-10-01 15:59:00,"New York, US",0
4151,C037,254.1,2025-10-01 16:10:25,"New York, US",0
6681,C092,68.53,2025-10-01 16:11:41,"New York, US",0
7923,C091,3039.45,2025-10-01 16:15:00,"Warszawa, PL",0
189,C031,67.5,2025-10-01 16:15:20,"London, UK",0
6357,C003,2049.17,2025-10-01 16:19:30,"New York, US",0
2754,C052,916.51,2025-10-01 16:20:51,"London, UK",0
9433,C019,716.73,2025-10-01 16:21:09,"London, UK",0
7576,C009,447.83,2025-10-01 16:24:05,"Warszawa, PL",0
6216,C024,792.13,2025-10-01 16:25:53,"London, UK",0
9900,C024,311.16,2025-10-01 16:26:33,"New York, US",0
6035,C066,2147.57,2025-10-01 16:27:47,"Warszawa, PL",0
1535,C071,254.74,2025-10-01 16:29:45,"Warszawa, PL",0
2582,C043,49.67,2025-10-01 16:33:31,"Kraków, PL",0
7569,C061,657.08,2025-10-01 16:39:26,"Warszawa, PL",0
7313,C053,476.73,2025-10-01 16:50:51,"New York, US",0
6484,C006,225.66,2025-10-01 16:51:30,"New York, US",0
4458,C056,916.19,2025-10-01 17:00:33,"London, UK",0
7609,C028,1602.15,2025-10-01 17:05:04,"London, UK",0
5903,C078,880.32,2025-10-01 17:05:54,"Kraków, PL",0
8275,C020,1196.51,2025-10-01 17:07:11,"New York, US",0
8896,C076,216.96,2025-10-01 17:07:36,"Warszawa, PL",0
3094,C002,1968.87,2025-10-01 17:07:39,"London, UK",0
7346,C099,2821.07,2025-10-01 17:08:46,"London, UK",0
6880,C083,267.59,2025-10-01 17:12:45,"New York, US",0
8383,C009,375.42,2025-10-01 17:15:06,"Warszawa, PL",0
9905,C020,1420.01,2025-10-01 17:15:08,"New York, US",0
1927,C030,1180.9,2025-10-01 17:16:13,"Warszawa, PL",1
8500,C015,9.02,2025-10-01 17:18:40,"Kraków, PL",0
7613,C063,507.39,2025-10-01 17:36:02,"Kraków, PL",0
698,C057,261.25,2025-10-01 17:41:25,"New York, US",0
7807,C061,1061.34,2025-10-01 17:44:44,"Kraków, PL",0
755,C094,1439.65,2025-10-01 17:53:21,"London, UK",0
6531,C053,458.05,2025-10-01 17:55:07,"New York, US",0
3302,C068,2818.53,2025-10-01 17:57:50,"London, UK",0
1348,C004,111.19,2025-10-01 18:00:55,"New York, US",0
8668,C024,77.84,2025-10-01 18:05:01,"Kraków, PL",0
5517,C081,1141.01,2025-10-01 18:08:31,"Warszawa, PL",0
5964,C050,312.37,2025-10-01 18:12:34,"London, UK",0
9552,C002,4469.82,2025-10-01 18:15:41,"London, UK",0
9225,C077,173.1,2025-10-01 18:24:55,"London, UK",0
7837,C043,1599.83,2025-10-01 18:28:57,"Warszawa, PL",0
4319,C054,449.98,2025-10-01 18:34:36,"New York, US",0
1146,C023,4713.85,2025-10-01 18:35:41,"New York, US",0
4774,C043,43.77,2025-10-01 18:39:21,"London, UK",0
2830,C063,206.31,2025-10-01 18:45:24,"Kraków, PL",0
3021,C098,90.22,2025-10-01 18:47:00,"New York, US",0
1639,C046,56.23,2025-10-01 18:55:03,"Kraków, PL",0
4105,C059,3808.05,2025-10-01 18:56:45,"New York, US",0
2541,C034,222.49,2025-10-01 19:06:07,"New York, US",0
9226,C057,75.02,2025-10-01 19:07:30,"Warszawa, PL",0
9555,C038,197.97,2025-10-01 19:09:14,"Kraków, PL",0
6589,C021,2031.22,2025-10-01 19:12:42,"Kraków, PL",0
7102,C095,799.2,2025-10-01 19:36:12,"Kraków, PL",0
5083,C035,70.16,2025-10-01 19:49:01,"Warszawa, PL",0
1881,C004,1037.45,2025-10-01 19:49:02,"Warszawa, PL",0
8505,C052,805.2,2025-10-01 19:52:05,"New York, US",0
1226,C048,88.55,2025-10-01 20:10:24,"New York, US",0
4717,C075,731.67,2025-10-01 20:13:46,"Warszawa, PL",0
3147,C079,7777.99,2025-10-01 20:14:16,"Warszawa, PL",0
8619,C037,437.57,2025-10-01 20:18:05,"London, UK",0
9312,C045,80.88,2025-10-01 20:21:09,"Kraków, PL",0
3635,C051,2509.89,2025-10-01 20:22:14,"New York, US",0
197,C012,2883.1,2025-10-01 20:23:09,"Warszawa, PL",0
7705,C092,123.21,2025-10-01 20:28:00,"Kraków, PL",0
1692,C080,13421.75,2025-10-01 20:32:30,"London, UK",0
5042,C026,583.15,2025-10-01 20:39:08,"London, UK",0
9192,C085,51.03,2025-10-01 20:40:17,"New York, US",0
8344,C098,1280.25,2025-10-01 20:41:18,"Warszawa, PL",0
8020,C031,512.21,2025-10-01 20:44:05,"Kraków, PL",0
430,C051,83.64,2025-10-01 20:51:49,"Kraków, PL",0
4925,C051,2093.05,2025-10-01 20:54:03,"Kraków, PL",0
4915,C005,168.4,2025-10-01 20:54:20,"Warszawa, PL",0
8741,C022,578.86,2025-10-01 20:58:51,"London, UK",0
3088,C042,100.81,2025-10-01 21:04:29,"London, UK",0
5168,C016,843.79,2025-10-01 21:08:50,"Kraków, PL",0
2121,C047,1607.07,2025-10-01 21:17:56,"London, UK",0
4651,C075,255.58,2025-10-01 21:21:55,"Kraków, PL",0
3542,C018,468.3,2025-10-01 21:21:59,"New York, US",0
7249,C081,509.76,2025-10-01 21:22:05,"New York, US",0
3485,C073,78.63,2025-10-01 21:25:05,"Warszawa, PL",0
17,C034,613.14,2025-10-01 21:35:29,"Kraków, PL",0
4441,C084,21613.96,2025-10-01 21:40:16,"Kraków, PL",0
6227,C036,99.75,2025-10-01 21:40:45,"Warszawa, PL",0
53,C069,453.86,2025-10-01 21:46:08,"New York, US",0
4735,C064,186.04,2025-10-01 21:49:33,"Warszawa, PL",0
5997,C046,1608.85,2025-10-01 21:57:43,"New York, US",0
6403,C015,3705.57,2025-10-01 21:58:04,"Warszawa, PL",0
5876,C007,718.3,2025-10-01 22:01:35,"Kraków, PL",0
9542,C042,173.58,2025-10-01 22:03:35,"New York, US",0
2219,C035,5023.5,2025-10-01 22:08:52,"London, UK",0
5754,C095,707.02,2025-10-01 22:09:38,"Kraków, PL",0
6117,C090,67.15,2025-10-01 22:13:17,"Warszawa, PL",1
9770,C048,89.65,2025-10-01 22:21:58,"Kraków, PL",0
3106,C037,53.48,2025-10-01 22:22:33,"Warszawa, PL",0
7535,C022,214.54,2025-10-01 22:23:02,"London, UK",0
8866,C053,87.34,2025-10-01 22:25:44,"Warszawa, PL",0
3859,C032,237.46,2025-10-01 22:30:13,"London, UK",0
6613,C057,1413.21,2025-10-01 22:31:17,"Kraków, PL",0
4862,C057,231.38,2025-10-01 22:39:05,"Warszawa, PL",0
5089,C090,1773.68,2025-10-01 22:42:55,"Warszawa, PL",0
3272,C003,115.06,2025-10-01 22:43:00,"New York, US",0
380,C031,2713.75,2025-10-01 22:46:00,"New York, US",0
1365,C071,186.3,2025-10-01 22:46:46,"Kraków, PL",0
8751,C024,155.19,2025-10-01 22:46:58,"Warszawa, PL",0
5213,C018,48.4,2025-10-01 22:48:37,"New York, US",0
8479,C059,638.81,2025-10-01 22:58:22,"London, UK",0
2005,C007,54.65,2025-10-01 23:08:00,"London, UK",0
7929,C052,224.9,2025-10-01 23:12:13,"London, UK",0
540,C027,466.88,2025-10-01 23:13:51,"London, UK",0
4342,C020,1834.13,2025-10-01 23:25:50,"London, UK",0
8380,C018,177.77,2025-10-01 23:32:56,"Warszawa, PL",0
6363,C077,340.99,2025-10-01 23:34:00,"London, UK",0
4227,C021,1209.68,2025-10-01 23:35:04,"Warszawa, PL",0
2096,C004,1086.64,2025-10-01 23:41:16,"Kraków, PL",0
823,C075,154.19,2025-10-01 23:42:13,"New York, US",0
418,C099,1050.21,2025-10-01 23:43:11,"New York, US",1
8245,C080,208.65,2025-10-01 23:47:56,"Kraków, PL",0
9156,C095,89.61,2025-10-01 23:57:58,"New York, US",0
